location,date,sample,density,quantity
reuss_hünenberg_eberhardy,2017-07-09,4,0.9643,27
reuss_hünenberg_eberhardy,2017-08-23,5,1.5357,43
reuss_hünenberg_eberhardy,2017-09-20,6,0.3214,9
reuss_hünenberg_eberhardy,2017-10-31,7,0.3571,10
reuss_hünenberg_eberhardy,2017-11-18,8,0.25,7
reuss_hünenberg_eberhardy,2017-12-31,9,0.8214,23
reuss_hünenberg_eberhardy,2018-01-31,10,1.1429,32
reuss_hünenberg_eberhardy,2018-02-26,11,0.2143,6
reuss_hünenberg_eberhardy,2018-03-19,12,0.75,21
reuss_ottenbach_schoenenbergerl,2017-04-27,1,1.8182,20
reuss_ottenbach_schoenenbergerl,2017-05-28,2,3.3636,37
reuss_ottenbach_schoenenbergerl,2017-06-24,3,4.0909,45
reuss_ottenbach_schoenenbergerl,2017-07-30,4,3.8182,42
reuss_ottenbach_schoenenbergerl,2017-08-27,5,2.3636,26
reuss_ottenbach_schoenenbergerl,2017-09-25,6,0.9091,10
reuss_ottenbach_schoenenbergerl,2017-10-29,7,0.5455,6
reuss_ottenbach_schoenenbergerl,2017-11-26,8,0.2727,3
reuss_ottenbach_schoenenbergerl,2017-12-31,9,0.7273,8
reuss_ottenbach_schoenenbergerl,2018-01-28,10,1.0,11
reuss_ottenbach_schoenenbergerl,2018-02-25,11,0.6364,7
reuss_ottenbach_schoenenbergerl,2018-03-25,12,0.5455,6
Reuss_St.Karli_LinigerS/ImhofY,2017-04-30,1,8.7143,122
Reuss_St.Karli_LinigerS/ImhofY,2017-05-04,2,1.2143,17
Reuss_St.Karli_LinigerS/ImhofY,2017-07-07,3,3.3571,47
Reuss_St.Karli_LinigerS/ImhofY,2017-10-06,4,2.0,28
Rhein_Basel,2017-04-30,1,3.0,174
Rhein_Basel,2017-05-24,2,1.569,91
Rhein_Basel,2017-06-01,3,3.3966,197
Rhein_Basel,2017-07-31,4,4.3103,250
Rhein_Basel,2017-08-30,5,3.6552,212
Rhein_Basel_BlarerP_1,2017-04-22,1,7.5789,288
Rhein_Basel_BlarerP_1,2017-05-29,2,5.7368,218
Rhein_Basel_BlarerP_1,2017-06-21,3,3.9474,150
Rhein_Basel_BlarerP_1,2017-07-26,4,6.2368,237
Rhein_Basel_BlarerP_1,2017-08-30,5,4.8421,184
Rhein_Basel_BlarerP_1,2017-09-28,6,3.5,133
Rhein_Basel_BlarerP_1,2017-10-27,7,2.3684,90
Rhein_Basel_BlarerP_1,2017-11-24,8,1.6316,62
Rhein_Basel_BlarerP_1,2017-12-16,9,1.6579,63
Rhein_Basel_BlarerP_1,2018-01-21,10,1.2632,48
Rhein_Basel_BlarerP_1,2018-02-26,11,0.8158,31
Rhein_Basel_BlarerP_1,2018-03-25,12,1.2368,47
Rhein_Basel_BlarerP_2,2017-04-22,1,11.3793,330
Rhein_Basel_BlarerP_2,2017-05-29,2,9.3103,270
Rhein_Basel_BlarerP_2,2017-06-21,3,7.1034,206
Rhein_Basel_BlarerP_2,2017-07-26,4,21.2414,616
Rhein_Basel_BlarerP_2,2017-08-30,5,12.4483,361
Rhein_Basel_BlarerP_2,2017-09-28,6,9.3448,271
Rhein_Basel_BlarerP_2,2017-10-27,7,11.069,321
Rhein_Basel_BlarerP_2,2017-11-24,8,6.8276,198
Rhein_Basel_BlarerP_2,2017-12-16,9,5.069,147
Rhein_Basel_BlarerP_2,2018-01-21,10,8.7931,255
Rhein_Basel_BlarerP_2,2018-02-26,11,4.8621,141
Rhein_Basel_BlarerP_2,2018-03-25,12,6.9655,202
Rhein_Basel_HungerbuehlerN,2017-04-23,1,0.5758,19
Rhein_Basel_HungerbuehlerN,2017-05-21,2,0.1212,4
Rhein_Basel_HungerbuehlerN,2017-06-30,3,0.0606,2
Rhein_Basel_HungerbuehlerN,2017-08-27,4,0.0909,3
Rhein_Basel_HungerbuehlerN,2017-09-27,5,0.2121,7
Rhein_Basel_HungerbuehlerN,2017-10-29,6,0.1515,5
Rhein_Basel_HungerbuehlerN,2017-11-26,7,0.0303,1
Rhein_Basel_HungerbuehlerN,2018-03-25,8,0.2424,8
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-04-22,1,14.2097,2643
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-05-20,2,7.7419,1440
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-06-24,3,24.8978,4631
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-07-22,4,12.3172,2291
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-08-19,5,8.0699,1501
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-09-23,6,5.4086,1006
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-10-21,7,5.6022,1042
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-11-25,8,1.0215,190
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-12-16,9,1.1075,206
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2018-01-20,10,0.4516,84
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2018-02-24,11,0.8118,151
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2018-03-24,12,3.7796,703
rhein_domatems_foppa_f,2017-04-10,1,0.4762,20
rhein_domatems_foppa_f,2017-05-22,2,0.6905,29
rhein_domatems_foppa_f,2017-06-25,3,1.0238,43
rhein_domatems_foppa_f,2017-07-30,4,0.881,37
rhein_domatems_foppa_f,2017-09-25,5,0.381,16
rhein_domatems_foppa_f,2017-10-05,6,0.5238,22
rhein_domatems_foppa_f,2017-11-23,7,0.5714,24
rhein_eglisau_gomringerp,2017-04-12,1,0.8333,5
rhein_eglisau_gomringerp,2017-05-22,2,0.5,3
rhein_eglisau_gomringerp,2017-06-27,3,3.5,21
rhein_eglisau_gomringerp,2017-07-23,4,3.3333,20
rhein_eglisau_gomringerp,2017-08-30,5,2.1667,13
rhein_eglisau_gomringerp,2017-10-25,6,2.1667,13
rhein_eglisau_gomringerp,2017-11-30,7,0.5,3
rhein_eglisau_gomringerp,2017-12-31,8,0.1667,1
rhein_eglisau_gomringerp,2018-02-28,9,1.8333,11
rhein_eglisau_gomringerp,2018-03-31,10,0.1667,1
Rhein_Hemishofen_StollL,2017-04-18,1,12.4848,412
Rhein_Hemishofen_StollL,2017-05-05,2,0.2727,9
Rhein_Hemishofen_StollL,2017-06-17,3,0.8182,27
Rhein_Hemishofen_StollL,2017-07-23,4,0.697,23
Rhein_Hemishofen_StollL,2017-08-27,5,1.0303,34
Rhein_Hemishofen_StollL,2017-09-30,6,0.1818,6
Rhein_Hemishofen_StollL,2017-10-29,7,0.0303,1
Rhein_Hemishofen_StollL,2017-11-30,8,0.1515,5
Rhein_Hemishofen_StollL,2017-12-31,9,0.0303,1
Rhein_Hemishofen_StollL,2018-01-30,10,0.0909,3
Rhein_Hemishofen_StollL,2018-02-28,11,0.0303,1
Rhein_Hemishofen_StollL,2018-03-16,12,0.0606,2
rhein_laag_jungbluthn,2017-05-06,1,0.0613,10
rhein_laag_jungbluthn,2017-05-12,2,0.0245,4
rhein_laag_jungbluthn,2017-06-01,3,0.0491,8
rhein_laag_jungbluthn,2017-06-18,4,0.0245,4
rhein_laag_jungbluthn,2017-06-25,5,0.0061,1
rhein_laag_jungbluthn,2017-07-09,6,0.0123,2
rhein_laag_jungbluthn,2017-07-22,7,0.0245,4
rhein_laag_jungbluthn,2017-08-02,8,0.1043,17
rhein_laag_jungbluthn,2017-08-20,9,0.0123,2
rhein_laag_jungbluthn,2017-08-27,10,0.0184,3
rhein_laag_jungbluthn,2017-09-10,11,0.0184,3
rhein_laag_jungbluthn,2017-09-24,12,0.0123,2
rhein_laag_jungbluthn,2017-09-27,13,0.0123,2
rhein_laag_jungbluthn,2017-10-04,14,0.0184,3
rhein_laag_jungbluthn,2017-10-21,15,0.0061,1
rhein_laag_jungbluthn,2017-12-15,16,0.0184,3
rhein_laag_jungbluthn,2018-03-14,17,0.0491,8
schiffenensee_duedingen_hirschij,2017-05-29,1,0.1786,5
schiffenensee_duedingen_hirschij,2017-06-27,2,0.9286,13
sempachersee_sempach_tampec,2017-04-22,1,66.5625,1065
sempachersee_sempach_tampec,2017-05-25,2,59.125,946
sempachersee_sempach_tampec,2017-06-27,3,74.4375,1191
sempachersee_sempach_tampec,2017-07-15,4,35.375,566
sempachersee_sempach_tampec,2017-08-15,5,23.1875,371
sempachersee_sempach_tampec,2017-09-15,6,19.125,306
sempachersee_sempach_tampec,2017-10-28,7,17.625,282
sempachersee_sempach_tampec,2017-11-30,8,10.8125,173
sempachersee_sempach_tampec,2018-01-29,9,76.875,1230
sempachersee_sempach_tampec,2018-02-28,10,53.1875,851
sempachersee_sempach_tampec,2018-03-31,11,52.875,846
Sense_Törishaus_g-cubes,2017-04-24,1,3.0488,125
Sense_Törishaus_g-cubes,2017-05-19,2,2.439,100
Sense_Törishaus_g-cubes,2017-07-18,3,1.6098,66
Sense_Törishaus_g-cubes,2017-09-19,4,2.4146,99
Sense_Törishaus_g-cubes,2017-10-20,5,2.7073,111
Sense_Törishaus_g-cubes,2017-11-25,6,1.4634,60
Sense_Törishaus_g-cubes,2018-01-16,7,1.0,41
Sense_Törishaus_g-cubes,2018-02-26,8,0.7805,32
Sense_Törishaus_g-cubes,2018-03-23,9,2.6341,108
Sihl_Adliswil_Oggi_Fort,2017-04-24,1,0.8491,45
Sihl_Adliswil_Oggi_Fort,2017-05-12,2,1.0189,54
Sihl_Adliswil_Oggi_Fort,2017-06-13,3,1.7547,93
Sihl_Adliswil_Oggi_Fort,2017-07-24,4,1.2075,64
Sihl_Adliswil_Oggi_Fort,2017-08-21,5,1.5283,81
Sihl_Adliswil_Oggi_Fort,2017-09-18,6,0.6981,37
Sihl_Adliswil_Oggi_Fort,2017-10-19,7,1.5283,81
Sihl_Adliswil_Oggi_Fort,2017-11-29,8,2.0943,111
Sihl_Adliswil_Oggi_Fort,2017-12-27,9,1.0943,58
Sihl_Adliswil_Oggi_Fort,2018-01-26,10,1.5094,80
Sihl_Adliswil_Oggi_Fort,2018-02-23,11,1.8302,97
Sihl_Adliswil_Oggi_Fort,2018-03-17,12,2.4717,131
Sihl_Horgen_BucherF,2017-04-27,1,0.125,3
Sihl_Horgen_BucherF,2017-05-25,2,0.625,15
Sihl_Horgen_BucherF,2017-06-22,3,0.8333,20
Sihl_Horgen_BucherF,2017-07-20,4,0.875,21
Sihl_Horgen_BucherF,2017-08-24,5,0.25,6
Sihl_Horgen_BucherF,2017-09-21,6,0.4583,11
Sihl_Horgen_BucherF,2017-12-27,7,2.2917,55
Sihl_Horgen_BucherF,2018-01-26,8,2.5,60
Sihl_Horgen_BucherF,2018-02-23,9,2.4583,59
sihl_leimbach_kruegerm,2017-04-13,1,0.3535,35
sihl_leimbach_kruegerm,2017-05-24,2,0.5556,55
sihl_leimbach_kruegerm,2017-06-22,3,0.4141,41
sihl_leimbach_kruegerm,2017-07-24,4,0.3434,34
sihl_leimbach_kruegerm,2017-08-27,5,0.2222,22
sihl_leimbach_kruegerm,2017-10-18,6,0.101,10
sihl_leimbach_kruegerm,2017-12-25,7,0.0303,3
sihl_leimbach_kruegerm,2018-01-26,8,0.8148,22
sihl_leimbach_kruegerm,2018-02-25,9,0.2593,7
sihl_leimbach_kruegerm,2018-03-26,10,0.1313,13
Sihl_Menzingen_Kucharska_Magdalena,2017-05-08,1,0.08,4
Sihl_Menzingen_Kucharska_Magdalena,2017-06-01,2,0.3,15
Sihl_Menzingen_Kucharska_Magdalena,2017-07-15,3,0.12,6
Sihl_Menzingen_Kucharska_Magdalena,2017-08-20,4,0.1,5
Sihl_Menzingen_Kucharska_Magdalena,2017-09-30,5,0.06,3
Sihl_Menzingen_Kucharska_Magdalena,2018-01-29,6,0.06,3
Sihl_Menzingen_Kucharska_Magdalena,2018-02-26,7,0.1,5
Sihl_Menzingen_Kucharska_Magdalena,2018-03-24,8,0.2,10
sihl_zuerich_eggerskoehlingera,2017-04-09,1,2.4688,79
sihl_zuerich_eggerskoehlingera,2017-05-11,2,0.6562,21
sihl_zuerich_eggerskoehlingera,2017-06-26,3,1.5,48
sihl_zuerich_eggerskoehlingera,2017-07-24,4,1.7812,57
sihl_zuerich_eggerskoehlingera,2017-08-29,5,1.3125,42
sihl_zuerich_eggerskoehlingera,2017-09-28,6,0.9375,30
sihl_zuerich_eggerskoehlingera,2017-10-26,7,0.9375,30
sihl_zuerich_eggerskoehlingera,2017-11-30,8,1.4062,45
sihl_zuerich_eggerskoehlingera,2018-01-09,9,1.75,56
sihl_zuerich_eggerskoehlingera,2018-02-28,10,2.5,80
Sihl_zuerich_eichenbergerD,2017-06-23,1,0.1702,8
Sihl_zuerich_eichenbergerD,2017-07-31,2,2.0426,96
Sihl_zuerich_eichenbergerD,2017-08-27,3,0.1277,6
Sihl_zuerich_eichenbergerD,2017-11-29,4,0.1064,5
Sihl_zuerich_eichenbergerD,2018-03-30,5,0.3617,17
Sihl_Zuerich_ScherfS,2017-04-17,1,0.8421,16
Sihl_Zuerich_ScherfS,2017-05-21,2,2.3684,45
Sihl_Zuerich_ScherfS,2017-06-25,3,3.2105,61
Sihl_Zuerich_ScherfS,2017-08-15,4,1.3684,26
Sihl_Zuerich_ScherfS,2017-09-17,5,0.5789,11
Sihl_Zuerich_ScherfS,2017-10-30,6,0.8947,17
Sihl_Zuerich_ScherfS,2017-11-19,7,0.7368,14
Sihl_Zuerich_ScherfS,2018-02-21,8,1.0,19
Sihl_Zuerich_ScherfS,2018-03-24,9,3.2632,62
sihl_zürich_himmelhebern,2017-06-23,1,0.6667,20
sihl_zürich_himmelhebern,2017-07-30,2,0.7667,23
sihl_zürich_himmelhebern,2018-03-30,3,0.3333,10
sihlsee_einsiedeln_schilligerllacherl,2017-04-23,1,1.6212,107
sihlsee_einsiedeln_schilligerllacherl,2017-05-20,2,0.4091,27
sihlsee_einsiedeln_schilligerllacherl,2017-06-18,3,0.3333,22
sihlsee_einsiedeln_schilligerllacherl,2017-07-15,4,1.0606,70
sihlsee_einsiedeln_schilligerllacherl,2017-08-13,5,0.1061,7
sihlsee_einsiedeln_schilligerllacherl,2017-09-23,6,0.6061,40
sihlsee_einsiedeln_schilligerllacherl,2017-10-28,7,0.3182,21
sihlsee_einsiedeln_schilligerllacherl,2018-03-25,8,0.7424,49
sitter_gaiserwald_buehlerf,2017-04-14,1,16.6429,233
sitter_gaiserwald_buehlerf,2017-05-29,2,14.2143,199
sitter_gaiserwald_buehlerf,2017-06-26,3,11.5,161
sitter_gaiserwald_buehlerf,2017-07-10,4,10.2857,144
sitter_gaiserwald_buehlerf,2017-08-21,5,16.3571,229
sitter_gaiserwald_buehlerf,2017-09-28,6,7.9286,111
sitter_gaiserwald_buehlerf,2017-10-20,7,7.0714,99
sitter_gaiserwald_buehlerf,2017-11-27,8,5.8571,82
sitter_gaiserwald_buehlerf,2017-12-27,9,8.2857,116
sitter_gaiserwald_buehlerf,2018-01-28,10,5.9286,83
sitter_gaiserwald_buehlerf,2018-03-24,11,8.9286,125
Sitter_St.Gallen_JennyA,2017-04-09,1,2.0,78
Sitter_St.Gallen_JennyA,2017-05-28,2,0.9231,36
Sitter_St.Gallen_JennyA,2017-06-25,3,2.9231,114
Sitter_St.Gallen_JennyA,2017-07-22,4,1.5897,62
Sitter_St.Gallen_JennyA,2017-08-13,5,1.1538,45
Sitter_St.Gallen_JennyA,2017-09-28,6,1.5385,60
Sitter_St.Gallen_JennyA,2017-10-28,7,0.359,14
Sitter_St.Gallen_JennyA,2017-12-31,8,0.9744,38
Sitter_St.Gallen_JennyA,2018-01-28,9,3.641,142
Sitter_St.Gallen_JennyA,2018-03-30,10,2.1795,85
sitter_stgallen_steinbrunnerf ,2017-04-12,1,2.2093,95
sitter_stgallen_steinbrunnerf ,2017-05-03,2,0.3721,16
sitter_stgallen_steinbrunnerf ,2017-06-14,3,0.5349,23
sitter_stgallen_steinbrunnerf ,2017-07-05,4,0.093,4
sitter_stgallen_steinbrunnerf ,2017-08-23,5,0.3256,14
sitter_stgallen_steinbrunnerf ,2017-09-13,6,0.4419,19
sitter_stgallen_steinbrunnerf ,2017-10-25,7,0.3488,15
sitter_stgallen_steinbrunnerf ,2017-11-15,8,0.7209,31
sitter_stgallen_steinbrunnerf ,2017-12-13,9,0.4186,18
sitter_stgallen_steinbrunnerf ,2018-02-07,10,0.4884,21
sitter_stgallen_steinbrunnerf ,2018-03-14,11,0.3023,13
sorne_birse_WWFJura,2017-04-09,1,2.3125,37
sorne_birse_WWFJura,2017-05-09,2,1.75,28
sorne_birse_WWFJura,2017-06-27,3,5.8125,93
thunersee_spiez_meierd_1,2017-04-16,1,1.3793,40
thunersee_spiez_meierd_1,2017-05-14,2,0.5517,16
thunersee_spiez_meierd_1,2017-06-26,3,1.4483,42
thunersee_spiez_meierd_1,2017-07-17,4,2.8966,84
thunersee_spiez_meierd_1,2017-08-28,5,1.4828,43
thunersee_spiez_meierd_1,2017-09-27,6,0.3793,11
thunersee_spiez_meierd_1,2017-10-19,7,0.4828,14
thunersee_spiez_meierd_1,2017-11-26,8,0.4828,14
thunersee_spiez_meierd_1,2017-12-30,9,0.4138,12
thunersee_spiez_meierd_1,2018-01-15,10,0.3448,10
thunersee_spiez_meierd_1,2018-02-15,11,0.3793,11
thunersee_spiez_meierd_1,2018-03-25,12,0.3793,11
Thur_Schoenenberg_SchaerA,2017-04-06,1,0.2188,21
Thur_Schoenenberg_SchaerA,2017-04-08,2,0.1042,10
Thur_Schoenenberg_SchaerA,2017-04-10,3,0.0521,5
Thur_Schoenenberg_SchaerA,2017-04-13,4,0.2292,22
Thur_Schoenenberg_SchaerA,2017-04-25,5,0.5625,54
Thur_Schoenenberg_SchaerA,2017-05-01,6,0.1042,10
Thur_Schoenenberg_SchaerA,2017-05-07,7,0.2188,21
Thur_Schoenenberg_SchaerA,2017-05-13,8,0.1458,14
Thur_Schoenenberg_SchaerA,2017-05-18,9,0.4688,45
Thur_Schoenenberg_SchaerA,2017-05-22,10,0.1458,14
Thur_Schoenenberg_SchaerA,2017-05-25,11,0.0938,9
Thur_Schoenenberg_SchaerA,2017-05-27,12,0.4062,39
Thur_Schoenenberg_SchaerA,2017-05-29,13,0.8958,86
Thur_Schoenenberg_SchaerA,2017-06-01,14,0.5625,54
Thur_Schoenenberg_SchaerA,2017-06-07,15,1.2396,119
Thur_Schoenenberg_SchaerA,2017-06-11,16,1.125,108
Thur_Schoenenberg_SchaerA,2017-06-13,17,1.1354,109
Thur_Schoenenberg_SchaerA,2017-06-15,18,0.6667,64
Thur_Schoenenberg_SchaerA,2017-06-19,19,0.6979,67
Thur_Schoenenberg_SchaerA,2017-06-22,20,1.0417,100
Thur_Schoenenberg_SchaerA,2017-06-24,21,0.6667,64
Thur_Schoenenberg_SchaerA,2017-06-26,22,0.5729,55
Thur_Schoenenberg_SchaerA,2017-06-29,23,0.6146,59
Thur_Schoenenberg_SchaerA,2017-07-02,24,0.4688,45
Thur_Schoenenberg_SchaerA,2017-07-06,25,0.4375,42
Thur_Schoenenberg_SchaerA,2017-07-09,26,0.6146,59
Thur_Schoenenberg_SchaerA,2017-07-14,27,0.1354,13
Thur_Schoenenberg_SchaerA,2017-07-19,28,0.5312,51
Thur_Schoenenberg_SchaerA,2017-07-22,29,0.2917,28
Thur_Schoenenberg_SchaerA,2017-07-26,30,0.1146,11
Thur_Schoenenberg_SchaerA,2017-07-30,31,0.2708,26
Thur_Schoenenberg_SchaerA,2017-08-02,32,1.0729,103
Thur_Schoenenberg_SchaerA,2017-08-04,33,0.5938,57
Thur_Schoenenberg_SchaerA,2017-08-06,34,0.5312,51
Thur_Schoenenberg_SchaerA,2017-08-09,35,0.1458,14
Thur_Schoenenberg_SchaerA,2017-08-14,36,0.3438,33
Thur_Schoenenberg_SchaerA,2017-08-16,37,0.2812,27
Thur_Schoenenberg_SchaerA,2017-08-19,38,0.125,12
Thur_Schoenenberg_SchaerA,2017-08-23,39,0.2083,20
Thur_Schoenenberg_SchaerA,2017-08-27,40,0.1771,17
Thur_Schoenenberg_SchaerA,2017-08-29,41,0.3542,34
Thur_Schoenenberg_SchaerA,2017-08-31,42,0.6458,62
Thur_Schoenenberg_SchaerA,2017-09-07,43,0.5938,57
Thur_Schoenenberg_SchaerA,2017-09-14,44,0.3125,30
Thur_Schoenenberg_SchaerA,2017-09-20,45,0.1354,13
Thur_Schoenenberg_SchaerA,2017-09-25,46,0.1875,18
Thur_Schoenenberg_SchaerA,2017-09-30,47,0.1667,16
Thur_Schoenenberg_SchaerA,2017-10-09,48,0.1354,13
Thur_Schoenenberg_SchaerA,2017-10-14,49,0.0833,8
Thur_Schoenenberg_SchaerA,2017-10-27,50,0.2708,26
Thur_Schoenenberg_SchaerA,2017-11-16,51,0.1562,15
Thur_Schoenenberg_SchaerA,2017-11-28,52,0.0729,7
Thur_Schoenenberg_SchaerA,2017-12-30,53,0.2188,21
Thur_Schoenenberg_SchaerA,2018-01-19,54,0.1771,17
Thur_Schoenenberg_SchaerA,2018-01-31,55,0.6146,59
Thur_Schoenenberg_SchaerA,2018-02-16,56,0.0104,1
Thur_Schoenenberg_SchaerA,2018-02-25,57,0.4479,43
Thur_Schoenenberg_SchaerA,2018-03-09,58,0.3542,34
Thur_Schoenenberg_SchaerA,2018-03-30,59,0.5833,56
thur_schwarzenbach_meiliw,2017-05-03,1,0.5325,41
thur_schwarzenbach_meiliw,2017-06-09,2,0.7013,54
thur_schwarzenbach_meiliw,2017-06-29,3,1.4416,111
thur_schwarzenbach_meiliw,2017-07-30,4,0.8442,65
thur_schwarzenbach_meiliw,2017-08-30,5,0.5065,39
thur_schwarzenbach_meiliw,2017-09-30,6,0.1558,12
thur_schwarzenbach_meiliw,2017-10-30,7,0.2987,23
thur_schwarzenbach_meiliw,2017-11-30,8,0.2208,17
thur_schwarzenbach_meiliw,2017-12-30,9,0.2987,23
thur_schwarzenbach_meiliw,2018-01-30,10,0.6364,49
Töss_Bauma_KurthE,2017-04-24,1,1.3396,71
Töss_Bauma_KurthE,2017-05-28,2,0.3774,20
Töss_Bauma_KurthE,2017-06-27,3,0.7736,41
Töss_Bauma_KurthE,2017-08-07,4,0.1321,7
Töss_Bauma_KurthE,2017-08-29,5,0.1132,6
Töss_Bauma_KurthE,2017-09-28,6,0.1698,9
töss_kollbrunn_bürgid,2017-04-29,1,0.8462,88
töss_kollbrunn_bürgid,2017-05-28,2,0.5385,56
töss_kollbrunn_bürgid,2017-06-30,3,0.4615,48
töss_kollbrunn_bürgid,2017-07-21,4,0.2308,24
töss_kollbrunn_bürgid,2017-08-30,5,0.1058,11
töss_kollbrunn_bürgid,2017-09-29,6,0.0962,10
Töss_Winterthur 2,2017-04-08,1,0.6757,25
Töss_Winterthur 2,2017-05-13,2,0.0541,2
Töss_Winterthur 2,2017-06-24,3,2.2973,85
Töss_Winterthur 2,2017-08-05,4,1.4054,52
Töss_Winterthur 2,2017-09-30,5,0.1081,4
unterdsee_ermatingen_brunkem,2017-04-22,1,3.36,84
unterdsee_ermatingen_brunkem,2017-06-17,2,2.56,64
unterdsee_ermatingen_brunkem,2017-07-28,3,1.88,47
unterdsee_ermatingen_brunkem,2017-08-20,4,2.44,61
unterdsee_ermatingen_brunkem,2017-12-26,5,1.96,49
unterdsee_ermatingen_brunkem,2018-01-14,6,2.48,62
untersee_steckborn_siedlerm,2017-05-25,1,0.0,21
untersee_steckborn_siedlerm,2017-08-31,2,0.0,23
urnaesch_urnaesch_meierr,2017-04-12,1,1.0,35
urnaesch_urnaesch_meierr,2017-05-18,2,1.2857,45
urnaesch_urnaesch_meierr,2017-06-16,3,0.5143,18
urnaesch_urnaesch_meierr,2017-07-20,4,0.2286,8
urnaesch_urnaesch_meierr,2017-08-15,5,0.2571,9
urnaesch_urnaesch_meierr,2017-09-17,6,0.8286,29
urnaesch_urnaesch_meierr,2017-10-15,7,0.3714,13
urnaesch_urnaesch_meierr,2017-11-27,8,0.0857,3
urnaesch_urnaesch_meierr,2018-01-12,9,0.4857,17
urnaesch_urnaesch_meierr,2018-03-14,10,0.8571,30
vierwaldstättersee_weggis_schöberls_1,2017-04-03,1,0.3043,7
vierwaldstättersee_weggis_schöberls_1,2017-05-02,2,0.2609,6
vierwaldstättersee_weggis_schöberls_1,2017-06-02,3,0.0435,1
vierwaldstättersee_weggis_schöberls_1,2017-07-09,4,0.1739,4
vierwaldstättersee_weggis_schöberls_1,2017-08-19,5,0.3478,8
vierwaldstättersee_weggis_schöberls_1,2017-09-10,6,0.087,2
vierwaldstättersee_weggis_schöberls_1,2017-10-19,7,0.2174,5
vierwaldstättersee_weggis_schöberls_1,2017-11-04,8,0.0435,1
vierwaldstättersee_weggis_schöberls_1,2017-12-27,9,0.087,2
vierwaldstättersee_weggis_schöberls_1,2018-01-27,10,0.2174,5
vierwaldstättersee_weggis_schöberls_1,2018-03-30,11,0.087,2
vierwaldstättersee_weggis_schöberls_2,2017-04-03,1,0.3824,26
vierwaldstättersee_weggis_schöberls_2,2017-05-02,2,1.4559,99
vierwaldstättersee_weggis_schöberls_2,2017-07-09,3,1.3971,95
vierwaldstättersee_weggis_schöberls_2,2017-08-19,4,1.0147,69
vierwaldstättersee_weggis_schöberls_2,2017-09-10,5,1.0882,74
vierwaldstättersee_weggis_schöberls_2,2017-10-19,6,0.5588,38
vierwaldstättersee_weggis_schöberls_2,2017-11-04,7,0.4412,30
vierwaldstättersee_weggis_schöberls_2,2017-12-27,8,0.6029,41
vierwaldstättersee_weggis_schöberls_2,2018-01-27,9,0.7059,48
vierwaldstättersee_weggis_schöberls_2,2018-03-30,10,1.1912,81
vierwaldstättersee_weggis_schöberls_3,2017-04-03,1,1.209,81
vierwaldstättersee_weggis_schöberls_3,2017-05-02,2,0.8955,60
vierwaldstättersee_weggis_schöberls_3,2017-06-02,3,0.5373,36
vierwaldstättersee_weggis_schöberls_3,2017-07-09,4,0.5075,34
vierwaldstättersee_weggis_schöberls_3,2017-08-19,5,0.8657,58
vierwaldstättersee_weggis_schöberls_3,2017-09-10,6,0.4328,29
vierwaldstättersee_weggis_schöberls_3,2017-10-19,7,0.3582,24
vierwaldstättersee_weggis_schöberls_3,2017-11-04,8,0.194,13
vierwaldstättersee_weggis_schöberls_3,2017-12-27,9,0.5672,38
vierwaldstättersee_weggis_schöberls_3,2018-01-27,10,0.403,27
vierwaldstättersee_weggis_schöberls_3,2018-03-30,11,0.403,27
vorderrhein_disentis_schmidn,2017-05-23,1,2.1579,41
vorderrhein_disentis_schmidn,2017-06-29,2,1.0526,20
vorderrhein_disentis_schmidn,2017-07-30,3,0.7895,15
vorderrhein_disentis_schmidn,2017-08-30,4,0.3158,6
vorderrhein_disentis_schmidn,2017-09-17,5,0.3684,7
vorderrhein_disentis_schmidn,2017-10-31,6,0.1579,3
vorderrhein_disentis_schmidn,2017-11-30,7,0.0526,1
vorderrhein_disentis_schmidn,2018-01-17,8,0.0526,1
vorderrhein_disentis_schmidn,2018-03-29,9,0.2632,5
Walensee_Walenstadt_WyssE,2017-05-24,1,7.8462,204
Walensee_Walenstadt_WyssE,2017-06-14,2,7.3462,191
Walensee_Walenstadt_WyssE,2017-07-22,3,13.3846,348
Walensee_Walenstadt_WyssE,2017-08-23,4,21.7692,566
Walensee_Walenstadt_WyssE,2017-09-30,5,28.1154,731
Walensee_Walenstadt_WyssE,2017-10-27,6,7.3462,191
Walensee_Walenstadt_WyssE,2017-12-13,7,4.4231,115
Walensee_Walenstadt_WyssE,2017-12-30,8,4.9615,129
Walensee_Walenstadt_WyssE,2018-01-24,9,5.8462,152
